金水区,中州大道 温馨次卧 舒适度高 可做饭 家电齐全,维也纳森林,面积：10.68㎡,"['楼层：16/31层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：中州大道和北环路交会处北100米路西,900
金水区,康居花园3-2-903 D卧室,豫武康居花园,面积：12.00㎡,"['楼层：9/25层', '朝向：南', '户型：4室1厅1厨2卫']",风格：普通,入住时间：立即入住,,地址：丰庆路三全路交叉口向北200米,800
金水区,凯德广场东建材，紧邻中州大道，朝北大阳台次卧,永恒理想公元,面积：20.00㎡,"['楼层：18/24层', '朝向：西', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：中州大道郑汴路向西100米路南,1180
中原区,地铁口 万达对面精装主卧独卫 可月付 的精装房源,罗庄小区,面积：20.00㎡,"['楼层：8/31层', '朝向：南', '户型：4室1厅1厨2卫']",风格：纽约故事,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,980
中原区,碧沙岗地铁口 紧邻王府井 小区环境优美 管理完善 出门就有公交车,盛润锦绣城,面积：8.00㎡,"['楼层：7/32层', '朝向：南', '户型：5室1厅1厨1卫']",风格：卡布奇诺,入住时间：立即入住,,地址：中原区棉纺路与工人路交叉口,800
高新区,温馨小屋！工大西门！BRT直达863，威科姆！实拍！随时看房,谦祥万和城D区,面积：13.00㎡,"['楼层：6/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,538
高新区,谦祥万和城A区,谦祥万和城A区,面积：12.00㎡,"['楼层：5/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：长椿路莲花街交口北150米,760
高新区,谦祥万和城A区,谦祥万和城A区,面积：13.00㎡,"['楼层：5/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,,地址：长椿路莲花街交口北150米,700
高新区,谦祥万和城A区,谦祥万和城A区,面积：18.00㎡,"['楼层：5/34层', '朝向：南', '户型：5室1厅1厨2卫']",风格：普通,入住时间：立即入住,,地址：长椿路莲花街交口北150米,930
高新区,公园道誉园 新郑大东门 家电齐全 品牌公寓,朗悦·公园道1号·誉园,面积：10.00㎡,"['楼层：25/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：郑州市高新区长椿路与枫杨街交叉口,660
高新区,朝南大飘窗，威科姆863旁，出门雪松路公交站,西雅图东史马,面积：15.00㎡,"['楼层：11/30层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：牡丹路与莲花街交汇处,860
高新区,广告产业园附近 家电齐全 朝南带阳台 品牌公寓,瓦屋李新城,面积：15.00㎡,"['楼层：29/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：高新区瑞达路冬青街交叉口,830
高新区,河工大家属院 朝南大次卧  带飘窗 出门BRT,学府花园(高新),面积：21.00㎡,"['楼层：5/6层', '朝向：南', '户型：5室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,飘窗,地址：高新区莲花街99号院学府花园,780
高新区,大学科技园旁，地铁口附近，精装大单间，,祝福红城三号院,面积：21.00㎡,"['楼层：14/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：药厂街与碧桃路交叉口向南200米,930
中原区,大学科技园附近~乐町广场旁~朝北大次卧~拎包入住,正商紫薇里（多层）,面积：12.00㎡,"['楼层：5/6层', '朝向：南', '户型：3室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,,地址：电厂路五龙口南路向南300米,680
中原区,西三环地铁口 主卧带独卫，朝南，阳光充足,林湖美景,面积：22.00㎡,"['楼层：14/32层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：建设路西三环交叉口向北300米路东林湖美景,1200
中原区,罗庄小区，万达旁，次卧,罗庄小区,面积：12.00㎡,"['楼层：19/33层', '朝向：西', '户型：5室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,880
中原区,罗庄小区，万达旁，次卧,罗庄小区,面积：12.00㎡,"['楼层：19/33层', '朝向：西', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,800
中原区,锦艺城，王府井，朝南飘窗大主卧,方圆经纬,面积：17.00㎡,"['楼层：21/33层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：桐柏路与棉纺路交汇处东北角,1060
中原区,大学科技园旁 精装阳台房 可月付 通双气,正商花语里,面积：25.00㎡,"['楼层：3/6层', '朝向：南', '户型：4室1厅1厨2卫']",风格：纽约故事,入住时间：立即入住,,地址：中原区秦岭路与农业西路向西200米,1160
中原区,【大学科技园附近】【朝南大主卧】【秦岭地铁口】,正商花语里,面积：25.00㎡,"['楼层：6/6层', '朝向：南', '户型：8室2厅0厨8卫']",风格：阳光橙,入住时间：立即入住,,地址：中原区秦岭路与农业西路向西200米,1200
中原区,【大学科技园附近】【朝南大主卧】【秦岭地铁口】,正商花语里,面积：30.00㎡,"['楼层：6/6层', '朝向：南', '户型：8室2厅0厨8卫']",风格：爱琴海,入住时间：立即入住,,地址：中原区秦岭路与农业西路向西200米,1171
中原区,精装主卧 四室合租 拎包入住 大次卧 阳光充足,罗庄小区,面积：17.00㎡,"['楼层：33/33层', '朝向：东南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,930
中原区,罗庄小区，万达旁，阳台房,罗庄小区,面积：17.00㎡,"['楼层：19/33层', '朝向：西', '户型：5室1厅1厨2卫']",风格：普通,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,1000
中原区,罗庄小区，万达旁，主卧独卫,罗庄小区,面积：18.00㎡,"['楼层：19/33层', '朝向：西', '户型：5室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,920
中原区,锦艺城附近 朝南带飘窗 真实图片 拎包入住,景弘中央公园,面积：25.00㎡,"['楼层：14/31层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：桐柏路与西站路向西300米路南,900
中原区,带阳台大单间 房租月付 大学科技园附近,正商紫薇里（多层）,面积：16.00㎡,"['楼层：6/6层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：电厂路五龙口南路向南300米,1000
中原区,朝南带阳台特大单间  大学科技园附近 房租月付,正商紫薇里（多层）,面积：21.00㎡,"['楼层：6/6层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：电厂路五龙口南路向南300米,880
中原区,建设路西三环地铁口，五建新街坊，朝南主卧带飘窗，可月付，随时看房,五建新街坊,面积：24.00㎡,"['楼层：31/33层', '朝向：东南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：郑州市中原区建设西路五建新街坊,860
中原区,建设路西三环地铁口，五建新街坊，朝南带飘窗，可月付，随时看房,五建新街坊,面积：22.00㎡,"['楼层：12/33层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：郑州市中原区建设西路五建新街坊,860
中原区,建设路西三环地铁口，五建新街坊，朝南主卧带飘窗，可月付，随时看房,五建新街坊,面积：24.00㎡,"['楼层：12/33层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：郑州市中原区建设西路五建新街坊,800
中原区,五建新街坊~西三环地铁口，朝西大窗户次卧,五建新街坊,面积：16.00㎡,"['楼层：21/33层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：郑州市中原区建设西路五建新街坊,800
中原区,五建新街坊~西三环地铁口，朝南主卧带飘窗,五建新街坊,面积：18.00㎡,"['楼层：21/33层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：郑州市中原区建设西路五建新街坊,860
中原区,五建新街坊~西三环地铁口，朝南带飘窗,五建新街坊,面积：20.00㎡,"['楼层：17/33层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：郑州市中原区建设西路五建新街坊,900
管城回族区,一站式购物广场附近 中州大道航海路 精装全齐 全新家电家具,美景鸿城一期,面积：18.00㎡,"['楼层：23/30层', '朝向：南', '户型：4室1厅1厨1卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：中州大道航海路东200米,860
管城回族区,中州大道航海路 一站式购物中心 精装全齐 全新家电家具,美景鸿城一期,面积：20.00㎡,"['楼层：23/30层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：中州大道航海路东200米,777
管城回族区,福塔附近 中州大道航海路 精装全齐 全新家电家具,美景鸿城一期,面积：23.00㎡,"['楼层：23/30层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：中州大道航海路东200米,980
管城回族区,悦如公寓！富田太阳城正对面！交通便利！,美林河畔,面积：16.00㎡,"['楼层：10/30层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：中州大道航海路东路交叉口东南角,830
管城回族区,温馨次卧 采光好 大床 全新家具家电 青春派,富田太阳城,面积：13.00㎡,"['楼层：9/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：航海东路中州大道交叉口,730
管城回族区,朝南采光好 欧式大床 温馨时尚 柠檬树 带飘窗,富田太阳城,面积：16.00㎡,"['楼层：9/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,飘窗,地址：航海东路中州大道交叉口,930
中原区,紧邻万达 朝东飘窗 采光通风好,保利心语,面积：18.00㎡,"['楼层：22/33层', '朝向：东南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,飘窗,地址：中原区中原西路与华山路交叉口向西500米,860
中原区,紧邻万达 新房出租 朝东带阳台，精装修,保利心语,面积：25.00㎡,"['楼层：21/34层', '朝向：西', '户型：4室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：中原区中原西路与华山路交叉口向西500米,900
中原区,九龙城天悦龙庭 朝南阳台次卧  大学科技园乐丁广场,天悦龙庭,面积：12.00㎡,"['楼层：2/30层', '朝向：南', '户型：5室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：电厂路冉屯路口东200米路南,700
中原区,精装主卧 四室合租 拎包入住 大次卧 阳光充足,罗庄小区,面积：16.00㎡,"['楼层：33/33层', '朝向：东南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,900
中原区,精装主卧 四室合租 拎包入住  阳光充足,罗庄小区,面积：20.00㎡,"['楼层：24/33层', '朝向：东南', '户型：4室1厅1厨2卫']",风格：纽约故事,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,980
中原区,朝南大卧室，价格低，家电家具齐全,帝湖东王府,面积：16.00㎡,"['楼层：2/21层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,飘窗,地址：郑州市中原区桐柏路77号帝湖花园B区,860
中原区,大主卧，带阳台，独卫，朝南，南北通透,帝湖东王府,面积：23.00㎡,"['楼层：2/21层', '朝向：南', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：郑州市中原区桐柏路77号帝湖花园B区,1160
中原区,大学科技园附近 朝南特大阳台房,正商紫薇里（高层）,面积：16.00㎡,"['楼层：11/14层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：电厂路五龙口南路向南300米,900
中原区,电厂路冉屯路、精装大空间、温馨拎包入住、押一付一,九龙城四期,面积：12.00㎡,"['楼层：33/33层', '朝向：西', '户型：4室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：中原区冉屯路电厂路交叉口向东250米,900
中原区,电厂路冉屯路、精装温馨、紧邻秦岭路小学、拎包入住、押一付一,九龙城四期,面积：10.00㎡,"['楼层：33/33层', '朝向：西', '户型：4室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：中原区冉屯路电厂路交叉口向东250米,700
中原区,万达附近 罗庄小区 主卧带阳台 精装温馨 拎包入住,罗庄小区,面积：15.00㎡,"['楼层：24/33层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,1000
